COMMAND    PID   USER   FD      TYPE     DEVICE SIZE/OFF       NODE NAME
(sd-pam    861 andrej  mem       REG        8,1    59024    6686540 /lib/i386-linux-gnu/libpam.so.0.83.1
(sd-pam    861 andrej  mem       REG        8,1   350824    6687027 /lib/i386-linux-gnu/libblkid.so.1.1.0
(sd-pam    861 andrej  mem       REG        8,1   395796    6687006 /lib/i386-linux-gnu/libmount.so.1.1.0
(sd-pam    861 andrej  mem       REG        8,1   169960    6687157 /lib/i386-linux-gnu/libselinux.so.1
(sd-pam    861 andrej  mem       REG        8,1   132656    6687171 /lib/i386-linux-gnu/libseccomp.so.2.5.1
(sd-pam    861 andrej  mem       REG        8,1    34740    6687031 /lib/i386-linux-gnu/librt-2.27.so
(sd-pam    861 andrej  mem       REG        8,1  2370408    6685885 /lib/systemd/libsystemd-shared-237.so
(sd-pam    861 andrej  mem       REG        8,1  1942936    6684756 /lib/i386-linux-gnu/libc-2.27.so
(sd-pam    861 andrej  mem       REG        8,1     9612    6686574 /lib/i386-linux-gnu/security/pam_loginuid.so
(sd-pam    861 andrej  mem       REG        8,1     5448    6686580 /lib/i386-linux-gnu/security/pam_permit.so
(sd-pam    861 andrej  mem       REG        8,1     5228    6686558 /lib/i386-linux-gnu/security/pam_deny.so
(sd-pam    861 andrej  mem       REG        8,1    34608    6684763 /lib/i386-linux-gnu/libnss_compat-2.27.so
(sd-pam    861 andrej  mem       REG        8,1   159956    6684678 /lib/i386-linux-gnu/ld-2.27.so
(sd-pam    861 andrej    0r      CHR        1,3      0t0          6 /dev/null
(sd-pam    861 andrej    1u     unix 0xf45f5200      0t0      27794 type=STREAM
(sd-pam    861 andrej    2u     unix 0xf45f5200      0t0      27794 type=STREAM
(sd-pam    861 andrej    3u  a_inode       0,14        0      12186 [eventfd]
(sd-pam    861 andrej    4u  a_inode       0,14        0      12186 [eventfd]
(sd-pam    861 andrej    6w     FIFO       0,13      0t0      27795 pipe
(sd-pam    861 andrej    7u     unix 0xf45f5b00      0t0      27802 type=DGRAM
gnome-key  889 andrej  cwd       DIR        8,1     4096          2 /
gnome-key  889 andrej  rtd       DIR        8,1     4096          2 /
gnome-key  889 andrej  txt       REG        8,1  1196880    4850051 /usr/bin/gnome-keyring-daemon
gnome-key  889 andrej  mem       REG        8,1    18945    5243020 /usr/share/locale-langpack/ru/LC_MESSAGES/gcr.mo
gnome-key  889 andrej  mem       REG        8,1   193089    5249678 /usr/share/locale-langpack/ru/LC_MESSAGES/libc.mo
gnome-key  889 andrej  mem       REG        8,1   149637    5243103 /usr/share/locale-langpack/ru/LC_MESSAGES/glib20.mo
gnome-key  889 andrej  mem       REG        8,1  4257552    4856262 /usr/lib/locale/locale-archive
gnome-key  889 andrej  mem       REG        8,1    30324    6687218 /lib/i386-linux-gnu/libuuid.so.1.3.0
gnome-key  889 andrej  mem       REG        8,1    34740    6687031 /lib/i386-linux-gnu/librt-2.27.so
gnome-key  889 andrej  mem       REG        8,1   350824    6687027 /lib/i386-linux-gnu/libblkid.so.1.1.0
gnome-key  889 andrej  mem       REG        8,1    13796    6684759 /lib/i386-linux-gnu/libdl-2.27.so
gnome-key  889 andrej  mem       REG        8,1    91524    6687056 /lib/i386-linux-gnu/libgpg-error.so.0.22.0
gnome-key  889 andrej  mem       REG        8,1   472372    6687029 /lib/i386-linux-gnu/libpcre.so.3.13.3
gnome-key  889 andrej  mem       REG        8,1    30216    4853162 /usr/lib/i386-linux-gnu/libffi.so.6.0.4
gnome-key  889 andrej  mem       REG        8,1   395796    6687006 /lib/i386-linux-gnu/libmount.so.1.1.0
gnome-key  889 andrej  mem       REG        8,1    83768    6686985 /lib/i386-linux-gnu/libresolv-2.27.so
gnome-key  889 andrej  mem       REG        8,1   169960    6687157 /lib/i386-linux-gnu/libselinux.so.1
gnome-key  889 andrej  mem       REG        8,1   120300    6687068 /lib/i386-linux-gnu/libz.so.1.2.11
gnome-key  889 andrej  mem       REG        8,1    13580    4850103 /usr/lib/i386-linux-gnu/libgmodule-2.0.so.0.5600.4
gnome-key  889 andrej  mem       REG        8,1  1360660    4851554 /usr/lib/i386-linux-gnu/libp11-kit.so.0.3.0
gnome-key  889 andrej  mem       REG        8,1  1942936    6684756 /lib/i386-linux-gnu/libc-2.27.so
gnome-key  889 andrej  mem       REG        8,1   146980    6684770 /lib/i386-linux-gnu/libpthread-2.27.so
gnome-key  889 andrej  mem       REG        8,1    17908    6687018 /lib/i386-linux-gnu/libcap-ng.so.0.0.0
gnome-key  889 andrej  mem       REG        8,1   914752    6687046 /lib/i386-linux-gnu/libgcrypt.so.20.2.1
gnome-key  889 andrej  mem       REG        8,1  1243176    4850074 /usr/lib/i386-linux-gnu/libglib-2.0.so.0.5600.4
gnome-key  889 andrej  mem       REG        8,1   386420    4850927 /usr/lib/i386-linux-gnu/libgobject-2.0.so.0.5600.4
gnome-key  889 andrej  mem       REG        8,1  1984508    4850040 /usr/lib/i386-linux-gnu/libgio-2.0.so.0.5600.4
gnome-key  889 andrej  mem       REG        8,1   230760    4853236 /usr/lib/i386-linux-gnu/libgck-1.so.0.0.0
gnome-key  889 andrej  mem       REG        8,1   633512    4853238 /usr/lib/i386-linux-gnu/libgcr-base-3.so.1.0.0
gnome-key  889 andrej  mem       REG        8,1    10347    5249716 /usr/share/locale-langpack/ru/LC_MESSAGES/p11-kit.mo
gnome-key  889 andrej  mem       REG        8,1    26374    4852142 /usr/lib/i386-linux-gnu/gconv/gconv-modules.cache
gnome-key  889 andrej  mem       REG        8,1    12574    5244280 /usr/share/locale-langpack/ru/LC_MESSAGES/gnome-keyring.mo
gnome-key  889 andrej  mem       REG        8,1   159956    6684678 /lib/i386-linux-gnu/ld-2.27.so
gnome-key  889 andrej    0r      CHR        1,3      0t0          6 /dev/null
gnome-key  889 andrej    1r      CHR        1,3      0t0          6 /dev/null
gnome-key  889 andrej    2r      CHR        1,3      0t0          6 /dev/null
gnome-key  889 andrej    3r      CHR        1,9      0t0         11 /dev/urandom
gnome-key  889 andrej    4r     FIFO       0,13      0t0      27992 pipe
gnome-key  889 andrej    6u  a_inode       0,14        0      12186 [eventfd]
gnome-key  889 andrej    7u     unix 0xf4697900      0t0      27514 /run/user/1000/keyring/control type=STREAM
gnome-key  889 andrej    8u  a_inode       0,14        0      12186 [eventfd]
gnome-key  889 andrej    9u     unix 0xf4694f00      0t0      27515 type=STREAM
gnome-key  889 andrej   10u  a_inode       0,14        0      12186 [eventfd]
gnome-key  889 andrej   11u     unix 0xec102d00      0t0      28681 /run/user/1000/keyring/ssh type=STREAM
gnome-key  889 andrej   12u     unix 0xf3e62400      0t0      28134 type=STREAM
gnome-key  889 andrej   13u     unix 0xf3e60900      0t0      28135 /run/user/1000/keyring/pkcs11 type=STREAM
sh         896 andrej  cwd       DIR        8,1     4096    6043058 /home/andrej
sh         896 andrej  rtd       DIR        8,1     4096          2 /
sh         896 andrej  txt       REG        8,1   128692    5242914 /bin/dash
sh         896 andrej  mem       REG        8,1  1942936    6684756 /lib/i386-linux-gnu/libc-2.27.so
sh         896 andrej  mem       REG        8,1   159956    6684678 /lib/i386-linux-gnu/ld-2.27.so
sh         896 andrej    0r      CHR        1,3      0t0          6 /dev/null
sh         896 andrej    1w      CHR        1,3      0t0          6 /dev/null
sh         896 andrej    2w      REG        8,1    11144    6037958 /home/andrej/.xsession-errors
sh         896 andrej   10r      REG        8,1     5873    6556192 /etc/xdg/xfce4/xinitrc
dbus-daem  939 andrej  cwd       DIR        8,1     4096    6043058 /home/andrej
dbus-daem  939 andrej  rtd       DIR        8,1     4096          2 /
dbus-daem  939 andrej  txt       REG        8,1   272280    4849865 /usr/bin/dbus-daemon
dbus-daem  939 andrej  mem       REG        8,1   260576    6685874 /lib/i386-linux-gnu/libnss_systemd.so.2
dbus-daem  939 andrej  mem       REG        8,1    50784    6684765 /lib/i386-linux-gnu/libnss_files-2.27.so
dbus-daem  939 andrej  mem       REG        8,1    96064    6684762 /lib/i386-linux-gnu/libnsl-2.27.so
dbus-daem  939 andrej  mem       REG        8,1    50796    6684767 /lib/i386-linux-gnu/libnss_nis-2.27.so
dbus-daem  939 andrej  mem       REG        8,1    34608    6684763 /lib/i386-linux-gnu/libnss_compat-2.27.so
dbus-daem  939 andrej  mem       REG        8,1    91524    6687056 /lib/i386-linux-gnu/libgpg-error.so.0.22.0
dbus-daem  939 andrej  mem       REG        8,1    13796    6684759 /lib/i386-linux-gnu/libdl-2.27.so
dbus-daem  939 andrej  mem       REG        8,1   472372    6687029 /lib/i386-linux-gnu/libpcre.so.3.13.3
dbus-daem  939 andrej  mem       REG        8,1   914752    6687046 /lib/i386-linux-gnu/libgcrypt.so.20.2.1
dbus-daem  939 andrej  mem       REG        8,1    83308    4850820 /usr/lib/i386-linux-gnu/liblz4.so.1.7.1
dbus-daem  939 andrej  mem       REG        8,1   169496    6687183 /lib/i386-linux-gnu/liblzma.so.5.2.2
dbus-daem  939 andrej  mem       REG        8,1    34740    6687031 /lib/i386-linux-gnu/librt-2.27.so
dbus-daem  939 andrej  mem       REG        8,1  1942936    6684756 /lib/i386-linux-gnu/libc-2.27.so
dbus-daem  939 andrej  mem       REG        8,1   146980    6684770 /lib/i386-linux-gnu/libpthread-2.27.so
dbus-daem  939 andrej  mem       REG        8,1    67316    6684698 /lib/i386-linux-gnu/libapparmor.so.1.4.2
dbus-daem  939 andrej  mem       REG        8,1    17908    6687018 /lib/i386-linux-gnu/libcap-ng.so.0.0.0
dbus-daem  939 andrej  mem       REG        8,1   124220    6684697 /lib/i386-linux-gnu/libaudit.so.1.0.0
dbus-daem  939 andrej  mem       REG        8,1   169960    6687157 /lib/i386-linux-gnu/libselinux.so.1
dbus-daem  939 andrej  mem       REG        8,1   198060    6687042 /lib/i386-linux-gnu/libexpat.so.1.6.7
dbus-daem  939 andrej  mem       REG        8,1   584216    6685877 /lib/i386-linux-gnu/libsystemd.so.0.21.0
dbus-daem  939 andrej  mem       REG        8,1   366024    6687165 /lib/i386-linux-gnu/libdbus-1.so.3.19.4
dbus-daem  939 andrej  mem       REG        8,1   159956    6684678 /lib/i386-linux-gnu/ld-2.27.so
dbus-daem  939 andrej    0u      CHR        1,3      0t0          6 /dev/null
dbus-daem  939 andrej    1u     unix 0xf3d60300      0t0      27590 type=STREAM
dbus-daem  939 andrej    2u     unix 0xf3d60300      0t0      27590 type=STREAM
dbus-daem  939 andrej    3u     unix 0xf4694600      0t0      27501 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej    4u  a_inode       0,14        0      12186 [eventpoll]
dbus-daem  939 andrej    5u     unix 0xf3e62700      0t0      28062 type=DGRAM
dbus-daem  939 andrej    6r  a_inode       0,14        0      12186 inotify
dbus-daem  939 andrej    7u     unix 0xf3e63c00      0t0      28063 type=STREAM
dbus-daem  939 andrej    8u     unix 0xf3e61500      0t0      28064 type=STREAM
dbus-daem  939 andrej    9u     unix 0xf4697300      0t0      27640 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   10u     unix 0xf3e63600      0t0      28066 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   11u     unix 0xec102100      0t0      28116 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   12u     unix 0xec103600      0t0      28126 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   13u     unix 0xf3e60000      0t0      28682 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   14u     unix 0xf45f4900      0t0      28142 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   15u     unix 0xf45f6100      0t0      28147 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   16u     unix 0xec102400      0t0      28148 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   17u     unix 0xec1bf000      0t0      28726 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   18u     unix 0xec1bdb00      0t0      28746 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   19u     unix 0xec1bc900      0t0      28791 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   20u     unix 0xec1bfc00      0t0      28794 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   21u     unix 0xec239800      0t0      28872 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   22u     unix 0xec23bc00      0t0      28914 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   23u     unix 0xec239b00      0t0      28845 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   24u     unix 0xec23b000      0t0      28293 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   25u     unix 0xec1be700      0t0      28296 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   26u     unix 0xf45ef000      0t0      29044 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   27u     unix 0xec238300      0t0      29048 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   28u     unix 0xf52b5e00      0t0      29054 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   29u     unix 0xec357c00      0t0      28366 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   30u     unix 0xec362400      0t0      28363 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   31u     unix 0xebcbd800      0t0      29817 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   32u     unix 0xec360c00      0t0      28368 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   33u     unix 0xec357300      0t0      28393 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   34u     unix 0xec356d00      0t0      28422 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   35u     unix 0xec3fea00      0t0      28432 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   36u     unix 0xec3ff900      0t0      28470 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   37u     unix 0xec3ff000      0t0      28473 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   38u     unix 0xec3fdb00      0t0      28474 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   39u     unix 0xebc10600      0t0      28485 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   40u     unix 0xebc13600      0t0      29422 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   41u     unix 0xebc12100      0t0      28647 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   42u     unix 0xec100c00      0t0      29690 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   43u     unix 0xec361800      0t0      29728 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   44u     unix 0xebc13c00      0t0      29731 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   45u     unix 0xed7e1500      0t0      29770 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   46u     unix 0xebe00900      0t0      29860 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   47u     unix 0xebe01200      0t0      29864 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   48u     unix 0xebed2d00      0t0      29866 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   49u     unix 0xebed2400      0t0      29868 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   50u     unix 0xebed0900      0t0      29875 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   51u     unix 0xebed3c00      0t0      29877 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   52u     unix 0xebed3600      0t0      29879 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   53u     unix 0xebed0f00      0t0      29881 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   54u     unix 0xebf2f900      0t0      29884 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   55u     unix 0xebf2ed00      0t0      29888 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   56u     unix 0xebf2e400      0t0      29890 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   57u     unix 0xebf2d200      0t0      29894 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   58u     unix 0xebf2c900      0t0      29897 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   59u     unix 0xebf2ea00      0t0      29902 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   60u     unix 0xebf4a100      0t0      29904 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   61u     unix 0xebf4aa00      0t0      29910 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   62u     unix 0xebf49800      0t0      29928 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   63u     unix 0xebfdcc00      0t0      29936 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   64u     unix 0xebfdf900      0t0      29940 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   65u     unix 0xebf48300      0t0      30112 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   66u     unix 0xeb438c00      0t0      29990 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   67u     unix 0xeb438300      0t0      30009 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   68u     unix 0xebe02400      0t0      30078 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   69u     unix 0xebf2c600      0t0      30143 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   70u     unix 0xebf4b900      0t0      30148 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   71u     unix 0xec83e100      0t0      30177 /run/user/1000/bus type=STREAM
dbus-daem  939 andrej   73u     unix 0xec83cf00      0t0      33414 /run/user/1000/bus type=STREAM
ssh-agent 1004 andrej  cwd       DIR        8,1     4096          2 /
